"id";"gender";"carType";"carCategory";"occupation";"age";"carGroup";"bonus";"carValue";"material";"subRegion";"region";"cityDensity";"claimValue"
569;"Male";"D";"Medium";"Self-employed";25;11;20;21075;0;"O11";"O";49,11503947;0
570;"Male";"B";"Small";"Employed";19;8;0;17865;0;"R26";"R";295,7970919;3981,0948831
571;"Male";"E";"Large";"Retired";49;12;-10;16375;1;"M20";"M";148,9956325;2185,9031293
572;"Male";"D";"Large";"Retired";67;13;-50;3565;1;"R10";"R";249,8117276;0
573;"Male";"C";"Large";"Employed";20;6;0;7405;0;"Q27";"Q";122,4496948;0
574;"Female";"F";"Medium";"Employed";19;10;-10;32935;0;"L41";"L";70,87357842;0
575;"Male";"E";"Medium";"Retired";71;10;-50;17905;0;"Q23";"Q";205,4307964;0
576;"Male";"E";"Medium";"Unemployed";32;7;-40;108985;1;"M6";"M";103,4727356;0
577;"Female";"C";"Medium";"Self-employed";26;15;50;6855;0;"M16";"M";129,4194752;1375,0674731
578;"Male";"F";"Large";"Retired";67;6;-20;18380;1;"S23";"S";15,70531045;0
579;"Female";"D";"Large";"Self-employed";18;13;0;23730;0;"O13";"O";31,06929242;0
580;"Male";"F";"Large";"Self-employed";39;7;-30;17945;1;"O39";"O";19,20951704;0
581;"Male";"D";"Large";"Employed";55;13;-50;20225;0;"L31";"L";59,63322296;0
582;"male";"C";"Small";"Housewife";27;15;-20;8800;0;"L128";"L";56,70111618;0
583;"Male";"B";"Medium";"Unemployed";25;9;60;11900;0;"Q64";"Q";132,7922667;0
584;"Male";"A";"Medium";"Self-employed";46;7;-40;11075;0;"Q1";"Q";114,1413271;0
585;"Female";"A";"Medium";"Employed";102;13;-50;23025;1;"Q66";"Q";99,43621052;0
586;"Male";"A";"Small";"Employed";23;17;0;19620;0;"Q35";"Q";148,4018477;3187,7680192
587;"Female";"B";"Large";"Self-employed";55;7;120;9605;0;"Q53";"Q";129,8552354;0
588;"male";"D";"Large";"Employed";20;7;10;8500;0;"M22";"M";153,4523215;260,3236626
589;"male";"A";"Small";"Self-employed";36;18;120;16075;0;"L63";"L";67,42478707;0
590;"Female";"C";"Small";"Self-employed";45;10;-30;7805;1;"P19";"P";24,82652767;0
591;"Male";"D";"Medium";"Employed";18;14;0;8040;0;"R24";"R";225,1417422;3966,0488505
592;"Male";"D";"Medium";"Unemployed";20;10;10;29495;0;"U7";"U";103,9493988;0
593;"Male";"B";"Small";"Unemployed";31;11;-50;5320;1;"Q41";"Q";213,2556548;0
594;"Female";"D";"Large";"Employed";19;12;20;22430;1;"Q61";"Q";136,1308048;277,66379697
595;"Male";"E";"Small";"Retired";114;7;-50;26230;1;"Q4";"Q";138,5066713;0
596;"Female";"C";"Large";"Self-employed";52;6;-50;7255;0;"O6";"O";29,08064837;0
597;"Male";"B";"Large";"Employed";43;15;30;14700;1;"R17";"R";221,7063984;0
598;"Male";"C";"Medium";"Employed";33;4;110;6625;1;"L59";"L";61,94412023;0
599;"Female";"E";"Small";"Employed";44;12;-40;37570;0;"R26";"R";295,7970919;0
600;"Male";"A";"Large";"Retired";70;14;-40;19935;1;"U2";"U";38,77083633;0
601;"Female";"D";"Medium";"Employed";50;7;-50;1695;0;"L126";"L";64,30270938;0
602;"Male";"A";"Small";"Unemployed";23;7;-40;24010;1;"U4";"U";114,881582;217,57270028
603;"Male";"B";"Medium";"Unemployed";83;3;-50;26580;0;"R5";"R";258,9237292;12201,46555
604;"Female";"A";"Small";"Retired";124;14;-50;23170;1;"L6";"L";58,89468755;0
605;"Female";"C";"Small";"Employed";40;11;-50;10705;1;"L123";"L";60,91112257;0
606;"Male";"A";"Large";"Employed";30;3;0;5715;0;"L106";"L";76,89987008;0
607;"Female";"E";"Small";"Self-employed";42;20;130;1160;1;"M13";"M";184,4785165;299,15851044
608;"Female";"A";"Medium";"Self-employed";92;10;-30;2785;1;"O17";"O";24,11879116;0
609;"Female";"A";"Large";"Employed";40;16;10;19195;0;"L110";"L";83,90453994;0
610;"Male";"A";"Small";"Unemployed";29;14;0,4;26760;0;"M7";"M";178,2443114;5407,9191225
611;"Male";"D";"Large";"Retired";66;10;-40;6900;0;"S33";"S";31,60580864;0
612;"Female";"B";"Large";"Housewife";52;13;10;16465;1;"Q37";"Q";148,5612071;516,80727205
613;"Female";"E";"Large";"Employed";29;10;-50;5545;0;"L129";"L";57,41329485;0
614;"Female";"E";"Medium";"Employed";32;12;130;16670;1;"Q45";"Q";98,10372854;0
615;"Male";"B";"Large";"Self-employed";35;20;40;27275;0;"O13";"O";31,06929242;486,71686207
616;"Male";"F";"Small";"Employed";26;4;100;29735;0;"S16";"S";36,54775004;0
617;"Female";"D";"Large";"Employed";51;5;40;14940;1;"L96";"L";45,66982293;0
618;"Male";"B";"Medium";"Employed";41;18;-50;49760;1;"M9";"M";156,6298557;0
619;"Female";"D";"Small";"Employed";20;17;-10;16155;1;"R13";"R";248,5121203;0
620;"Male";"C";"Large";"Unemployed";24;14;-40;10665;0;"L91";"L";63,5211087;1456,368981
621;"Male";"B";"Large";"Retired";68;10;-20;19625;0;"Q17";"Q";202,5335882;0
622;"Male";"C";"Small";"Employed";31;9;-50;23640;0;"L106";"L";76,89987008;0
623;"Female";"D";"Large";"Housewife";63;4;-30;15220;0;"M16";"M";129,4194752;0
624;"Male";"B";"Small";"Retired";53;9;-40;5645;0;"L28";"L";68,77710211;0
625;"Male";"B";"Medium";"Retired";62;10;-30;8340;1;"R28";"R";256,6405915;0
626;"Female";"A";"Medium";"Housewife";57;14;0,3;6200;0;"M5";"M";162,666477;0
627;"Female";"A";"Medium";"Employed";87;14;-20;5310;1;"M1";"M";107,8170529;0
628;"Male";"A";"Small";"Housewife";35;17;-40;43145;1;"U17";"U";123,969842;0
629;"Male";"A";"Medium";"Unemployed";31;14;-30;8230;1;"Q31";"Q";185,1345389;0
630;"Female";"A";"Medium";"Housewife";37;17;90;25875;0;"L72";"L";49,6329834;0
631;"Female";"E";"Large";"Retired";58;19;30;16525;1;"L31";"L";59,63322296;0
632;"Male";"B";"Large";"Self-employed";99;11;-40;18350;1;"Q4";"Q";138,5066713;0
633;"male";"A";"Large";"Housewife";61;15;-30;18665;1;"R13";"R";248,5121203;0
634;"Male";"C";"Large";"Employed";22;5;-10;6665;0;"P9";"P";37,83728202;0
635;"Male";"C";"Large";"Self-employed";31;10;-50;24830;0;"U18";"U";99,17167477;0
636;"Male";"A";"Large";"Retired";58;11;-50;17905;0;"Q1";"Q";114,1413271;0
637;"Male";"C";"Medium";"Self-employed";30;13;120;20180;0;"Q56";"Q";114,1467007;2136,0719899
638;"Female";"B";"Medium";"Housewife";22;14;0;5555;0;"Q15";"Q";147,9690558;621,68540972
639;"Male";"D";"Large";"Employed";58;17;-40;23465;1;"R50";"R";223,3475567;0
640;"Male";"D";"Large";"Self-employed";55;15;-30;2225;1;"P18";"P";23,6720664;0
641;"Male";"D";"Medium";"Employed";45;9;-20;20560;1;"L28";"L";68,77710211;0
642;"Female";"B";"Small";"Employed";40;6;-50;7325;1;"R3";"R";200,6565503;0
643;"Male";"E";"Large";"Unemployed";65;17;20;9245;1;"S25";"S";31,81625935;0
644;"Female";"A";"Small";"Self-employed";20;9;10;29145;0;"Q29";"Q";239,4551701;0
645;"Male";"E";"Large";"Employed";55;5;-50;1930;0;"L10";"L";61,56398846;0
646;"Female";"D";"Large";"Self-employed";75;12;-30;8775;1;"Q26";"Q";237,675525;0
647;"Male";"C";"Large";"Retired";54;13;-50;9535;1;"L86";"L";50,6257826;0
648;"Female";"D";"Medium";"Self-employed";41;9;-30;33655;0;"Q48";"Q";186,6850127;273,84200224
649;"Male";"B";"Small";"Housewife";27;6;10;8175;1;"U10";"U";137,8873343;72,349403303
650;"Female";"C";"Small";"Housewife";25;15;-30;12880;1;"Q29";"Q";239,4551701;0
651;"Female";"B";"Large";"Housewife";43;16;-40;23240;0;"Q53";"Q";129,8552354;539,95803745
652;"Female";"B";"Large";"Employed";33;14;-30;29430;0;"P13";"P";24,01754355;0
653;"Male";"A";"Large";"Retired";56;2;50;13715;1;"O14";"O";36,14074742;0
654;"Female";"A";"Medium";"Self-employed";34;17;0;21095;1;"T7";"T";27,50305391;0
655;"Male";"A";"Large";"Employed";43;16;-40;3170;1;"Q38";"Q";161,4389472;0
656;"Male";"D";"Medium";"Housewife";56;17;-50;35100;1;"M16";"M";129,4194752;0
657;"Male";"D";"Large";"Unemployed";45;10;-30;31640;1;"P27";"P";45,411434;0
658;"Male";"D";"Large";"Housewife";74;12;-40;8710;0;"L87";"L";87,83581964;0
659;"Male";"E";"Small";"Self-employed";29;13;140;23705;0;"P4";"P";19,2833619;0
660;"Female";"C";"Large";"Employed";25;8;70;9155;0;"S9";"S";31,84882285;0
661;"Female";"C";"Medium";"Housewife";37;10;90;9075;0;"R14";"R";275,0923407;0
662;"Female";"C";"Large";"Retired";63;15;-30;12950;0;"Q65";"Q";77,73738533;0
663;"Male";"B";"Medium";"Self-employed";26;11;-10;11060;1;"S5";"S";24,84670738;0
664;"Female";"F";"Small";"Employed";25;7;130;9735;1;"S1";"S";37,31536383;0
665;"Male";"F";"Large";"Employed";80;18;10;9435;0;"Q2";"Q";123,0199289;345,07732983
666;"Female";"D";"Medium";"Unemployed";25;11;-30;13245;1;"R48";"R";238,240414;0
667;"Female";"B";"Small";"Employed";30;13;-50;21370;0;"N10";"N";139,6062055;0
668;"Male";"B";"Large";"Unemployed";23;3;-10;20400;1;"U20";"U";58,60474559;1570,0441659
669;"Male";"E";"Small";"Unemployed";30;16;-50;22065;1;"M6";"M";103,4727356;0
670;"Male";"B";"Small";"Employed";28;8;20;22145;0;"R16";"R";293,5560359;1184,7635114
671;"Male";"C";"Small";"Employed";103;13;-20;14535;0;"M16";"M";129,4194752;28,827531678
672;"Male";"A";"Small";"Employed";20;14;20;5530;0;"L2";"L";44,79860971;0
673;"Male";"E";"Small";"Unemployed";21;11;-30;6030;0;"Q48";"Q";186,6850127;0
674;"Male";"D";"Medium";"Retired";62;3;-40;8860;1;"L111";"L";90,21472555;0
675;"Male";"C";"Small";"Employed";30;10;-50;8510;0;"S41";"S";24,03270395;0
676;"Male";"B";"Small";"Housewife";58;9;-50;14675;0;"L71";"L";120,7793723;0
677;"Male";"D";"Large";"Housewife";28;9;-50;7125;0;"P15";"P";25,63801996;0
678;"Female";"A";"Medium";"Self-employed";108;3;-30;9480;1;"L63";"L";67,42478707;0
679;"Female";"A";"Small";"Self-employed";18;7;0;7675;1;"S21";"S";14,37714238;783,89209167
680;"Female";"D";"Medium";"Self-employed";39;11;-30;15705;0;"M3";"M";141,0368682;611,32226779
681;"Male";"D";"Small";"Unemployed";27;8;30;17620;0;"S40";"S";34,81095528;38547,857746
682;"Female";"C";"Small";"Self-employed";31;5;-40;11150;1;"Q14";"Q";160,3435748;0
683;"Female";"A";"Medium";"Housewife";37;10;-50;19670;1;"M5";"M";162,666477;0
684;"Male";"B";"Medium";"Self-employed";56;12;-30;4350;0;"Q18";"Q";211,8309492;0
685;"Female";"C";"Small";"Self-employed";42;10;80;41580;0;"P25";"P";31,88091224;0
686;"Female";"D";"Medium";"Self-employed";29;11;30;18210;0;"R4";"R";185,8513852;0
687;"Male";"A";"Large";"Retired";66;18;-20;24005;1;"Q46";"Q";174,6445246;0
688;"Male";"B";"Medium";"Self-employed";94;6;110;9420;0;"S15";"S";32,26996388;0
689;"Female";"A";"Small";"Employed";25;12;30;106660;0;"Q12";"Q";167,9366556;989,51253803
690;"Female";"E";"Large";"Self-employed";47;12;-50;22825;0;"L121";"L";77,68823268;0
691;"Male";"A";"Large";"Retired";75;16;-40;8790;0;"L7";"L";55,29380019;0
692;"Male";"A";"Large";"Retired";56;9;-30;16680;1;"M20";"M";148,9956325;0
693;"Male";"A";"Large";"Self-employed";38;10;80;6185;1;"L123";"L";60,91112257;0
694;"Female";"B";"Small";"Employed";20;9;0;18935;0;"R49";"R";208,8164363;7205,0946645
695;"Male";"B";"Medium";"Housewife";24;10;30;9865;0;"T25";"T";28,51184808;0
696;"Male";"C";"Medium";"Unemployed";21;5;0;7485;0;"M8";"M";128,5434648;0
697;"Male";"B";"Large";"Employed";22;11;0;7420;0;"R14";"R";275,0923407;606,89924072
698;"Male";"A";"Large";"Employed";31;11;-50;8525;1;"U17";"U";123,969842;0
699;"Female";"E";"Large";"Retired";62;16;-50;25860;1;"N14";"N";59,92134979;0
700;"Male";"D";"Medium";"Employed";30;10;30;42900;1;"S29";"S";27,01981982;0
701;"male";"A";"Large";"Retired";52;11;-50;8110;0;"L44";"L";65,3447011;0
702;"Female";"D";"Small";"Unemployed";20;9;0;9600;1;"Q58";"Q";129,3156084;1263,7430151
703;"Male";"A";"Medium";"Self-employed";35;9;100;3155;1;"M8";"M";128,5434648;0
704;"Male";"A";"Large";"Retired";63;14;10;4510;0;"T9";"T";31,09742125;0
705;"Male";"A";"Small";"Employed";33;5;-30;19965;1;"Q59";"Q";95,69355223;0
706;"Male";"B";"Small";"Unemployed";18;9;0;20580;0;"R13";"R";248,5121203;2364,7451806
707;"Male";"D";"Small";"Employed";24;2;-50;12020;0;"L30";"L";62,06252553;0
708;"Female";"D";"Large";"Employed";51;8;-50;7900;1;"N11";"N";88,89623143;0
709;"Male";"A";"Large";"Housewife";35;11;120;6295;1;"Q16";"Q";207,1446249;1255,9758732
710;"Female";"D";"Medium";"Employed";27;8;-20;106735;0;"Q65";"Q";77,73738533;0
711;"Female";"B";"Small";"Employed";24;8;-30;26625;0;"P27";"P";45,411434;0
712;"Female";"E";"Medium";"Housewife";53;11;-50;12025;1;"L102";"L";58,30755679;0
713;"Male";"B";"Small";"Self-employed";19;9;0;13755;0;"Q9";"Q";139,637282;0
714;"Female";"F";"Large";"Retired";71;15;150;17445;0;"Q32";"Q";148,3685156;0
715;"Female";"A";"Large";"Retired";67;11;-50;133750;0;"L113";"L";55,96459579;0
716;"Female";"B";"Large";"Self-employed";63;14;-40;26405;0;"R36";"R";276,3355652;632,31335857
717;"Female";"D";"Large";"Retired";64;19;-50;8435;1;"R31";"R";285,6217445;798,09357117
718;"Female";"D";"Medium";"Housewife";56;6;70;22055;1;"L48";"L";71,62174491;0
719;"Male";"C";"Small";"Employed";20;16;0;13440;0;"L22";"L";53,43201088;413,32698167
720;"Male";"C";"Large";"Self-employed";65;10;-30;25715;1;"R30";"R";296,4319078;0
721;"Female";"D";"Medium";"Employed";18;1;0;6520;0;"L121";"L";77,68823268;0
722;"Male";"C";"Medium";"Employed";32;8;30;9115;0;"U16";"U";91,54176264;1482,8580441
723;"Female";"A";"Large";"Employed";48;13;-20;10505;1;"L87";"L";87,83581964;0
724;"Male";"A";"Small";"Unemployed";42;6;-30;22815;0;"Q32";"Q";148,3685156;0
725;"male";"A";"Medium";"Employed";25;13;-50;15235;1;"Q15";"Q";147,9690558;0
726;"Male";"B";"Large";"Housewife";28;7;-0,3;26940;1;"L71";"L";120,7793723;0
727;"Male";"B";"Small";"Employed";36;16;100;19805;1;"L110";"L";83,90453994;0
728;"Male";"D";"Large";"Self-employed";31;4;-10;1745;0;"R29";"R";291,3194903;715,81026191
729;"Male";"A";"Large";"Unemployed";46;19;-30;28470;1;"L127";"L";66,65715225;0
730;"Male";"A";"Medium";"Self-employed";19;5;0;7235;0;"Q52";"Q";168,6499611;0
731;"Male";"A";"Medium";"Self-employed";33;9;-50;10245;0;"L124";"L";64,09908451;0
732;"Male";"C";"Small";"Housewife";52;1;-10;6430;1;"R34";"R";276,9950185;0
733;"Male";"F";"Large";"Self-employed";44;9;0;9205;1;"M17";"M";201,6569069;19830,467615
734;"Male";"B";"Small";"Employed";45;13;-40;10465;1;"R44";"R";237,4189585;0
735;"Male";"B";"Large";"Employed";31;4;-20;22700;0;"L62";"L";66,69447337;0
736;"Female";"C";"Large";"Self-employed";48;14;-10;20350;1;"L98";"L";106,5803023;0
737;"Male";"C";"Small";"Employed";38;12;-50;3225;1;"M9";"M";156,6298557;0
738;"Female";"D";"Small";"Employed";50;13;-30;48540;1;"L50";"L";84,06770437;0
739;"Male";"F";"Large";"Housewife";50;13;40;15025;1;"L99";"L";100,9312267;0
740;"Male";"B";"Large";"Housewife";27;14;-30;22425;0;"T25";"T";28,51184808;0
741;"Female";"A";"Medium";"Self-employed";31;12;-50;11540;1;"Q12";"Q";167,9366556;0
742;"Male";"E";"Small";"Employed";21;13;-0,5;39895;0;"M12";"M";216,4916013;174,89314296
743;"Female";"E";"Small";"Self-employed";51;10;-50;4265;1;"Q36";"Q";206,2302755;0
744;"Female";"C";"Large";"Self-employed";47;19;-40;15760;1;"L8";"L";59,70218923;0
745;"Female";"C";"Small";"Unemployed";22;9;0;12725;0;"O19";"O";32,04149695;987,81333131
746;"Male";"A";"Large";"Housewife";56;20;10;10935;1;"R19";"R";272,9669948;57,028620475
747;"Male";"D";"Large";"Housewife";50;14;-50;15665;1;"R13";"R";248,5121203;0
748;"Female";"A";"Medium";"Housewife";35;13;-20;15225;1;"P12";"P";36,54260314;0
749;"Male";"B";"Small";"Employed";28;3;0;24650;0;"M9";"M";156,6298557;9,146143205
750;"Male";"B";"Medium";"Self-employed";25;11;-50;17000;1;"R16";"R";293,5560359;827,3143328406
751;"Male";"B";"Small";"Employed";24;4;0,2;14615;1;"Q29";"Q";239,4551701;1144,1945733
752;"male";"C";"Medium";"Self-employed";53;11;50;9800;0;"Q35";"Q";148,4018477;1089,4694031
753;"Male";"B";"Medium";"Self-employed";32;5;-10;14790;1;"N9";"N";118,8510133;236,91118957
754;"Female";"A";"Large";"Employed";21;17;0;36090;0;"R30";"R";296,4319078;0
755;"Male";"B";"Medium";"Self-employed";30;11;-10;24285;0;"L22";"L";53,43201088;1723,7771929
756;"Male";"B";"Small";"Retired";60;10;0;20505;0;"U13";"U";112,8034383;0
757;"Male";"D";"Medium";"Self-employed";45;2;-50;2865;1;"L74";"L";62,73514095;0
758;"Male";"A";"Large";"Unemployed";44;13;-20;8460;0;"L95";"L";68,37942919;0
759;"Female";"D";"Small";"Self-employed";35;11;-20;21925;1;"L41";"L";70,87357842;0
760;"Female";"E";"Medium";"Self-employed";52;13;20;24235;1;"L131";"L";71,71655605;450,07863488
761;"Male";"D";"Medium";"Employed";22;12;40;45200;0;"M22";"M";153,4523215;1473,4453914
762;"Female";"E";"Medium";"Self-employed";18;7;0;46165;0;"L109";"L";57,29188508;0
763;"Female";"E";"Medium";"Employed";38;18;-20;48890;0;"R27";"R";250,8413259;0
764;"Female";"B";"Small";"Housewife";38;6;-30;119125;0;"O24";"O";31,49451567;2308,9504532
765;"Male";"C";"Small";"Retired";47;9;-50;13585;1;"L95";"L";68,37942919;0
766;"Male";"B";"Small";"Unemployed";21;12;0;21945;0;"L131";"L";71,71655605;0
767;"Male";"A";"Large";"Retired";49;14;-20;10500;0;"O38";"O";39,55041059;0
768;"Male";"D";"Medium";"Retired";47;12;-40;6510;1;"U5";"U";46,84863153;0
769;"Female";"A";"Medium";"Employed";43;17;-10;16580;0;"T30";"T";33,96774033;0
770;"Male";"B";"Large";"Housewife";51;17;-30;23375;1;"Q64";"Q";132,7922667;0
771;"Male";"A";"Medium";"Employed";51;14;-50;20500;1;"L90";"L";92,10692821;0
772;"Male";"A";"Small";"Self-employed";29;14;-20;16165;1;"T14";"T";20,85122582;0
773;"Female";"C";"Medium";"Employed";34;2;-50;10350;1;"T31";"T";35,78808354;0
774;"Male";"C";"Large";"Self-employed";23;17;-10;4805;0;"L57";"L";44,92088199;1156,8018308
775;"Male";"A";"Large";"Employed";37;11;40;9435;1;"S12";"S";15,8925395;105,1592276
776;"Male";"D";"Medium";"Employed";80;8;-40;27435;1;"Q43";"Q";182,367931;0
777;"Female";"D";"Medium";"Employed";18;10;0;6055;0;"L15";"L";54,19066433;303,74597208
778;"Male";"B";"Medium";"Housewife";33;4;-10;7195;1;"M16";"M";129,4194752;0
779;"Female";"F";"Large";"Unemployed";56;3;30;18875;1;"L36";"L";58,59040352;0
780;"Male";"A";"Small";"Employed";18;8;0;6250;0;"Q56";"Q";114,1467007;0
781;"Male";"B";"Large";"Self-employed";53;11;-50;21805;0;"S20";"S";34,15043101;0
782;"Male";"B";"Small";"Employed";21;10;-10;22920;1;"U8";"U";125,1320458;1526,1834408
783;"Male";"B";"Large";"Employed";35;15;-10;29230;0;"P34";"P";47,5930722;0
784;"Female";"B";"Medium";"Employed";26;11;-0,3;11870;0;"U9";"U";121,5870219;1266,9484047
785;"Female";"D";"Large";"Housewife";32;1;-10;17920;1;"M19";"M";183,8950396;0
786;"Male";"A";"Large";"Employed";32;19;50;26080;1;"L26";"L";67,56457622;0
787;"Male";"A";"Medium";"Unemployed";24;7;0;41670;0;"U10";"U";137,8873343;3596,030962
788;"Male";"B";"Large";"Employed";29;11;10;8485;0;"U20";"U";58,60474559;1032,9265152
789;"Male";"B";"Large";"Housewife";50;5;-40;16730;1;"L15";"L";54,19066433;0
790;"Female";"A";"Medium";"Self-employed";43;7;-10;9745;1;"U10";"U";137,8873343;0
791;"Male";"B";"Large";"Employed";33;4;110;45330;1;"R49";"R";208,8164363;607,50000068
792;"Male";"D";"Large";"Employed";57;6;-40;16060;1;"Q29";"Q";239,4551701;0
793;"Male";"E";"Large";"Housewife";65;17;-50;28305;1;"L92";"L";73,85052034;0
794;"Male";"D";"Large";"Housewife";56;16;-40;28435;0;"R44";"R";237,4189585;0
795;"Male";"A";"Large";"Self-employed";59;12;140;20495;0;"Q23";"Q";205,4307964;0
796;"Male";"F";"Medium";"Employed";19;2;0;26590;0;"M13";"M";184,4785165;696,81239529
797;"Male";"B";"Small";"Unemployed";43;2;-50;19475;1;"P35";"P";40,08261306;33,451402037
798;"male";"C";"Medium";"Housewife";29;4;-50;18640;1;"N9";"N";118,8510133;548,85328262
799;"Male";"D";"Medium";"Employed";40;2;100;17120;0;"R38";"R";284,2162652;0
800;"Male";"B";"Large";"Housewife";46;9;-40;46735;1;"L110";"L";83,90453994;292,22389848
801;"Male";"E";"Medium";"Unemployed";20;15;20;47550;0;"N8";"N";106,5583041;5934,23576345
802;"Male";"A";"Large";"Retired";48;15;-40;24080;1;"R36";"R";276,3355652;0
803;"Female";"D";"Large";"Self-employed";40;12;100;29990;1;"M22";"M";153,4523215;13597,962813
804;"Female";"B";"Medium";"Self-employed";34;5;-30;10145;1;"M16";"M";129,4194752;0
805;"Female";"B";"Large";"Housewife";47;3;50;9275;1;"L7";"L";55,29380019;0
806;"Male";"A";"Large";"Self-employed";42;14;-0,3;18695;0;"R42";"R";245,331155;0
807;"male";"E";"Small";"Employed";26;14;-30;8300;1;"L90";"L";92,10692821;0
808;"Female";"B";"Large";"Employed";31;17;20;27850;1;"Q66";"Q";99,43621052;0
809;"male";"A";"Large";"Housewife";37;10;-40;7800;1;"Q6";"Q";70,86106124;0
810;"Male";"B";"Medium";"Employed";30;8;-20;7825;1;"L46";"L";72,01288299;786,04833904
811;"Male";"C";"Medium";"Unemployed";39;14;-50;5050;0;"N8";"N";106,5583041;1255,1785504
812;"Male";"A";"Large";"Housewife";31;13;10;19095;0;"R36";"R";276,3355652;0
813;"Male";"B";"Small";"Employed";85;16;-40;24365;1;"T22";"T";31,98800317;38,071004987
814;"Female";"B";"Small";"Employed";42;13;-40;20530;1;"Q20";"Q";181,4165594;165,20981347
815;"Female";"D";"Medium";"Unemployed";29;15;-50;26845;0;"T26";"T";37,63520484;0
816;"Female";"D";"Large";"Employed";40;4;60;7230;1;"L39";"L";68,9093508;0
817;"Male";"C";"Small";"Employed";27;11;30;18395;0;"Q13";"Q";166,5549379;1996,402213
818;"Female";"F";"Large";"Self-employed";29;2;-0,5;22470;0;"L53";"L";66,12046108;0
819;"Male";"C";"Large";"Self-employed";33;18;-50;12350;0;"N19";"N";51,33277755;0
820;"Female";"A";"Large";"Employed";48;6;-50;21255;1;"O1";"O";36,25444122;0
821;"Male";"B";"Medium";"Retired";65;10;-30;16005;0;"Q13";"Q";166,5549379;0
822;"Female";"E";"Large";"Housewife";51;17;-50;12800;1;"R22";"R";270,4632326;0
823;"Male";"A";"Small";"Self-employed";44;11;70;7410;0;"R10";"R";249,8117276;0
824;"Male";"F";"Large";"Unemployed";57;12;-40;1065;0;"L128";"L";56,70111618;0
825;"Male";"E";"Large";"Unemployed";35;2;-50;2210;1;"R17";"R";221,7063984;0
826;"Male";"D";"Medium";"Unemployed";38;13;30;16380;1;"U5";"U";46,84863153;0
827;"Male";"B";"Medium";"Employed";24;4;-10;9290;0;"S1";"S";37,31536383;0
828;"Male";"B";"Medium";"Employed";60;11;10;16590;0;"T15";"T";25,28528423;0
829;"Female";"D";"Small";"Unemployed";25;12;0,1;27040;0;"N4";"N";109,6318854;0
830;"Male";"D";"Medium";"Employed";28;12;-10;23185;0;"U9";"U";121,5870219;0
831;"Male";"A";"Medium";"Employed";30;11;10;9005;0;"N4";"N";109,6318854;0
832;"Male";"A";"Small";"Employed";36;5;-20;3985;1;"U3";"U";94,65751646;0
833;"Male";"C";"Large";"Housewife";26;7;60;9025;1;"T34";"T";30,41139927;0
834;"Male";"B";"Small";"Self-employed";46;10;-30;9550;1;"S5";"S";24,84670738;0
835;"Male";"D";"Medium";"Unemployed";23;8;-20;29410;0;"Q23";"Q";205,4307964;0
836;"Male";"C";"Medium";"Employed";31;1;-0,2;6650;1;"L87";"L";87,83581964;0
837;"Male";"B";"Small";"Housewife";46;9;-50;2170;1;"U11";"U";59,32884362;497,85838192
838;"Male";"D";"Large";"Self-employed";66;14;-50;33860;0;"Q41";"Q";213,2556548;60,775653552
839;"Female";"E";"Large";"Retired";63;2;-50;9380;0;"L94";"L";84,22903844;0
840;"Male";"D";"Large";"Housewife";57;1;-50;19295;1;"L2";"L";44,79860971;0
841;"Female";"B";"Large";"Self-employed";33;7;-50;5325;1;"P36";"P";35,02446355;0
842;"Male";"A";"Medium";"Housewife";37;12;-30;29915;1;"O19";"O";32,04149695;0
843;"Male";"F";"Medium";"Housewife";39;9;-20;24805;1;"R25";"R";270,874006;2998,828447
844;"Female";"A";"Medium";"Self-employed";19;20;0;23615;1;"U3";"U";94,65751646;47,138174719
845;"Female";"D";"Small";"Employed";60;16;-50;33785;1;"S27";"S";26,27361792;0
846;"Male";"C";"Medium";"Unemployed";30;7;70;10715;1;"Q3";"Q";110,9836779;0
847;"Male";"E";"Medium";"Self-employed";34;15;-50;18320;0;"S37";"S";33,73278519;0
848;"Male";"D";"Large";"Employed";48;4;100;45675;1;"Q58";"Q";129,3156084;0
849;"Female";"A";"Small";"Employed";33;17;-50;10125;1;"L53";"L";66,12046108;540,49357223
850;"Male";"C";"Large";"Retired";66;9;-50;26490;0;"R20";"R";290,1327193;0
851;"Female";"D";"Medium";"Employed";33;15;-40;27930;1;"Q36";"Q";206,2302755;0
852;"Male";"A";"Small";"Housewife";104;6;60;17425;1;"P25";"P";31,88091224;0
853;"Male";"C";"Large";"Housewife";44;6;-40;12415;1;"R38";"R";284,2162652;0
854;"Female";"F";"Small";"Unemployed";33;12;90;23975;0;"O8";"O";26,51332544;0
855;"Male";"A";"Small";"Employed";35;7;0;11120;1;"R5";"R";258,9237292;0
856;"Male";"A";"Medium";"Employed";42;14;70;6640;1;"Q31";"Q";185,1345389;1002,8869664
857;"Male";"B";"Large";"Housewife";40;6;-30;2940;1;"L101";"L";70,06509679;0
858;"Female";"B";"Large";"Housewife";50;4;-50;16145;0;"L87";"L";87,83581964;0
859;"Female";"B";"Medium";"Housewife";18;15;0;23785;0;"U11";"U";59,32884362;0
860;"Male";"A";"Large";"Unemployed";30;13;20;8680;0;"N4";"N";109,6318854;0
861;"male";"B";"Medium";"Employed";33;19;-40;24745;0;"R25";"R";270,874006;1380,0911513
862;"Male";"D";"Small";"Housewife";22;3;0;9415;0;"Q20";"Q";181,4165594;0
